Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds),Answer_Speed_Segundos,Talk_Duration_Segundos,Waiting_Time_Segundos,Answer_Rate_Decimal,Service_Level_Decimal
1019,238,205,86.13%,33,0:00:29,0:02:18,0:05:10,60.87%,29,138,310,0.8613,0.6087
1020,29,28,96.55%,1,0:00:09,0:02:28,0:01:05,89.29%,9,148,65,0.9655,0.8929
1021,30,29,96.67%,1,0:00:19,0:02:30,0:02:31,83.33%,19,150,151,0.9667,0.8332999999999999
1022,287,273,95.12%,14,0:00:16,0:02:20,0:03:06,79.00%,16,140,186,0.9512,0.79
1023,474,380,80.17%,94,0:00:39,0:02:08,0:07:58,47.42%,39,128,478,0.8017,0.4742
1024,277,230,83.03%,47,0:00:40,0:02:52,0:06:13,46.18%,40,172,373,0.8303,0.4618
1025,173,163,94.22%,10,0:00:17,0:02:46,0:02:44,77.19%,17,166,164,0.9422,0.7719
1026,167,152,91.02%,15,0:00:13,0:02:37,0:05:10,84.15%,13,157,310,0.9102,0.8415
1027,27,24,88.89%,3,0:00:20,0:02:05,0:03:43,76.92%,20,125,223,0.8889,0.7692
1028,173,153,88.44%,20,0:00:29,0:02:46,0:03:06,57.99%,29,166,186,0.8844,0.5799
1029,36,27,75.00%,9,0:00:36,0:02:55,0:03:57,41.67%,36,175,237,0.75,0.4167
1030,186,171,91.94%,15,0:00:27,0:02:49,0:03:28,64.48%,27,169,208,0.9194,0.6448
1031,160,149,93.13%,11,0:00:23,0:02:47,0:04:52,74.05%,23,167,292,0.9312999999999999,0.7404999999999999
1032,233,215,92.27%,18,0:00:22,0:02:34,0:08:08,74.12%,22,154,488,0.9227,0.7412000000000001
1033,162,157,96.91%,5,0:00:13,0:02:32,0:05:10,82.72%,13,152,310,0.9691,0.8271999999999999
1034,27,24,88.89%,3,0:00:18,0:02:10,0:03:51,70.37%,18,130,231,0.8889,0.7037
1035,168,155,92.26%,13,0:00:26,0:03:18,0:03:08,64.88%,26,198,188,0.9226000000000001,0.6487999999999999
1036,328,301,91.77%,27,0:00:23,0:02:29,0:06:59,67.91%,23,149,419,0.9177,0.6790999999999999
1037,234,208,88.89%,26,0:00:20,0:02:44,0:05:18,72.25%,20,164,318,0.8889,0.7225
1038,37,34,91.89%,3,0:00:14,0:02:16,0:03:44,83.78%,14,136,224,0.9189,0.8378
1039,185,167,90.27%,18,0:00:18,0:02:43,0:06:12,73.51%,18,163,372,0.9027,0.7351000000000001
1040,139,132,94.96%,7,0:00:10,0:02:57,0:03:28,88.32%,10,177,208,0.9495999999999999,0.8832
1041,13,11,84.62%,2,0:00:46,0:02:07,0:02:35,41.67%,46,127,155,0.8462000000000001,0.4167
1042,161,152,94.41%,9,0:00:23,0:02:28,0:02:52,69.62%,23,148,172,0.9440999999999999,0.6962
1043,149,144,96.64%,5,0:00:15,0:02:46,0:03:01,83.11%,15,166,181,0.9664,0.8311
1044,178,167,93.82%,11,0:00:22,0:02:42,0:05:24,74.86%,22,162,324,0.9381999999999999,0.7486
1045,224,210,93.75%,14,0:00:21,0:03:00,0:04:47,72.52%,21,180,287,0.9375,0.7252
1046,277,273,98.56%,4,0:00:10,0:02:00,0:02:03,89.74%,10,120,123,0.9856,0.8974
1047,188,172,91.49%,16,0:00:20,0:02:41,0:03:36,72.19%,20,161,216,0.9148999999999999,0.7219
1048,26,22,84.62%,4,0:00:34,0:02:23,0:06:18,68.00%,34,143,378,0.8462000000000001,0.68
1049,177,167,94.35%,10,0:00:35,0:02:56,0:03:15,56.25%,35,176,195,0.9434999999999999,0.5625
1050,149,144,96.64%,5,0:00:28,0:02:47,0:03:48,66.22%,28,167,228,0.9664,0.6622
1051,147,147,100.00%,0,0:00:11,0:02:51,0:02:03,85.71%,11,171,123,1.0,0.8571
1052,140,134,95.71%,6,0:00:19,0:02:44,0:08:19,78.57%,19,164,499,0.9571,0.7857
1053,177,163,92.09%,14,0:00:19,0:02:35,0:07:16,75.71%,19,155,436,0.9209,0.7570999999999999
1054,169,169,100.00%,0,0:00:09,0:02:45,0:01:05,89.94%,9,165,65,1.0,0.8994
1055,26,21,80.77%,5,0:00:27,0:02:28,0:02:04,48.00%,27,148,124,0.8077,0.48
1056,147,140,95.24%,7,0:00:12,0:02:48,0:02:11,85.52%,12,168,131,0.9523999999999999,0.8552
1057,127,122,96.06%,5,0:00:21,0:02:48,0:02:07,70.87%,21,168,127,0.9606,0.7087
1058,141,135,95.74%,6,0:00:17,0:02:27,0:04:08,78.01%,17,147,248,0.9573999999999999,0.7801
1059,208,181,87.02%,27,0:00:38,0:02:39,0:04:08,49.02%,38,159,248,0.8702,0.4902
1060,178,163,91.57%,15,0:00:33,0:02:54,0:04:58,54.80%,33,174,298,0.9157,0.5479999999999999
1061,198,190,95.96%,8,0:00:25,0:02:32,0:02:22,67.01%,25,152,142,0.9595999999999999,0.6701
1062,21,17,80.95%,4,0:00:44,0:03:31,0:04:37,47.62%,44,211,277,0.8095,0.47619999999999996
1063,171,161,94.15%,10,0:00:16,0:02:35,0:06:14,81.44%,16,155,374,0.9415,0.8144
1064,200,196,98.00%,4,0:00:09,0:02:51,0:02:01,91.92%,9,171,121,0.98,0.9192
1065,166,157,94.58%,9,0:00:24,0:02:40,0:01:54,64.63%,24,160,114,0.9458,0.6463
1066,230,217,94.35%,13,0:00:27,0:02:39,0:02:03,57.21%,27,159,123,0.9434999999999999,0.5721
1067,174,168,96.55%,6,0:00:24,0:02:57,0:02:54,69.59%,24,177,174,0.9655,0.6959000000000001
1068,240,185,77.08%,55,0:01:00,0:03:02,0:05:00,29.79%,60,182,300,0.7707999999999999,0.2979
1069,35,27,77.14%,8,0:00:48,0:02:56,0:03:53,43.33%,48,176,233,0.7714,0.43329999999999996
1070,198,179,90.40%,19,0:00:27,0:02:41,0:09:40,60.10%,27,161,580,0.904,0.601
1071,189,181,95.77%,8,0:00:19,0:02:59,0:02:44,71.43%,19,179,164,0.9577,0.7143
1072,229,219,95.63%,10,0:00:30,0:03:15,0:06:25,59.21%,30,195,385,0.9562999999999999,0.5921
1073,254,235,92.52%,19,0:00:27,0:02:56,0:03:52,59.68%,27,176,232,0.9251999999999999,0.5968
1074,584,521,89.21%,63,0:00:29,0:02:16,0:04:21,58.30%,29,136,261,0.8920999999999999,0.583
1075,564,551,97.70%,13,0:00:12,0:01:40,0:01:46,83.96%,12,100,106,0.977,0.8395999999999999
1076,150,149,99.33%,1,0:00:10,0:01:40,0:02:11,89.33%,10,100,131,0.9933,0.8933
1077,521,499,95.78%,22,0:00:23,0:01:36,0:03:04,70.93%,23,96,184,0.9578,0.7093
1078,330,309,93.64%,21,0:00:21,0:03:19,0:06:32,69.54%,21,199,392,0.9364,0.6954
1079,298,288,96.64%,10,0:00:13,0:03:20,0:04:03,84.75%,13,200,243,0.9664,0.8475
1080,294,287,97.62%,7,0:00:14,0:03:28,0:03:19,82.25%,14,208,199,0.9762000000000001,0.8225
1081,261,253,96.93%,8,0:00:10,0:03:03,0:05:48,89.96%,10,183,348,0.9693,0.8996
1082,223,210,94.17%,13,0:00:16,0:03:07,0:05:23,80.09%,16,187,323,0.9417,0.8009000000000001
1083,59,58,98.31%,1,0:00:21,0:03:41,0:03:12,74.58%,21,221,192,0.9831,0.7458
1084,340,327,96.18%,13,0:00:21,0:01:55,0:03:46,77.61%,21,115,226,0.9618000000000001,0.7761
1085,287,280,97.56%,7,0:00:13,0:03:05,0:01:56,84.32%,13,185,116,0.9756,0.8432
1086,269,257,95.54%,12,0:00:16,0:03:04,0:03:49,82.02%,16,184,229,0.9554,0.8201999999999999
1087,270,261,96.67%,9,0:00:12,0:03:06,0:04:29,85.87%,12,186,269,0.9667,0.8587
1088,285,273,95.79%,12,0:00:12,0:03:14,0:02:53,85.36%,12,194,173,0.9579000000000001,0.8536
1089,251,229,91.24%,22,0:00:22,0:02:59,0:03:06,73.06%,22,179,186,0.9124,0.7306
1090,47,47,100.00%,0,0:00:13,0:03:03,0:01:29,87.23%,13,183,89,1.0,0.8723000000000001
1091,233,225,96.57%,8,0:00:13,0:03:02,0:01:57,84.72%,13,182,117,0.9656999999999999,0.8472
1092,257,248,96.50%,9,0:00:14,0:03:14,0:03:42,83.40%,14,194,222,0.965,0.8340000000000001
1093,245,234,95.51%,11,0:00:11,0:03:01,0:01:56,85.95%,11,181,116,0.9551000000000001,0.8595
1094,267,265,99.25%,2,0:00:05,0:02:59,0:01:13,97.36%,5,179,73,0.9925,0.9736
1095,231,224,96.97%,7,0:00:11,0:02:56,0:02:54,86.58%,11,176,174,0.9697,0.8658
1096,236,226,95.76%,10,0:00:19,0:03:04,0:03:06,75.00%,19,184,186,0.9576,0.75
1097,81,78,96.30%,3,0:00:11,0:02:57,0:00:58,81.25%,11,177,58,0.963,0.8125
1098,281,273,97.15%,8,0:00:11,0:03:02,0:03:21,88.49%,11,182,201,0.9715,0.8848999999999999
1099,399,387,96.99%,12,0:00:11,0:02:51,0:02:25,86.36%,11,171,145,0.9699,0.8636
1100,291,287,98.63%,4,0:00:11,0:02:36,0:03:38,87.97%,11,156,218,0.9863,0.8797
1101,290,281,96.90%,9,0:00:07,0:03:03,0:01:00,91.64%,7,183,60,0.9690000000000001,0.9164
1102,230,227,98.70%,3,0:00:08,0:03:06,0:01:12,91.67%,8,186,72,0.987,0.9167000000000001
1103,236,216,91.53%,20,0:00:17,0:03:09,0:02:54,70.69%,17,189,174,0.9153,0.7069
1104,45,44,97.78%,1,0:00:05,0:02:45,0:01:56,93.33%,5,165,116,0.9778,0.9333
1105,249,238,95.58%,11,0:00:11,0:02:42,0:01:58,86.53%,11,162,118,0.9558,0.8653
1106,350,328,93.71%,22,0:00:28,0:02:31,0:02:28,58.26%,28,151,148,0.9370999999999999,0.5826
1107,361,306,84.76%,55,0:00:27,0:02:26,0:06:41,60.17%,27,146,401,0.8476,0.6017
1108,262,256,97.71%,6,0:00:13,0:02:50,0:02:54,86.15%,13,170,174,0.9771,0.8615
1109,302,288,95.36%,14,0:00:21,0:02:56,0:02:59,71.10%,21,176,179,0.9536,0.711
1110,299,268,89.63%,31,0:00:28,0:02:49,0:02:58,55.41%,28,169,178,0.8963,0.5540999999999999
1111,50,49,98.00%,1,0:00:24,0:02:55,0:02:08,76.00%,24,175,128,0.98,0.76
1112,285,273,95.79%,12,0:00:21,0:02:49,0:03:30,76.16%,21,169,210,0.9579000000000001,0.7615999999999999
1113,77,75,97.40%,2,0:00:09,0:02:43,0:02:10,92.11%,9,163,130,0.9740000000000001,0.9211
1114,332,321,96.69%,11,0:00:17,0:02:58,0:03:34,80.66%,17,178,214,0.9669,0.8066
1115,282,266,94.33%,16,0:00:22,0:03:10,0:08:12,74.29%,22,190,492,0.9433,0.7429000000000001
1116,256,248,96.88%,8,0:00:14,0:03:00,0:03:52,82.35%,14,180,232,0.9688,0.8234999999999999
1117,177,176,99.44%,1,0:00:12,0:02:37,0:01:45,83.52%,12,157,105,0.9944,0.8351999999999999
1118,27,24,88.89%,3,0:00:13,0:02:15,0:01:08,74.07%,13,135,68,0.8889,0.7406999999999999
1119,307,305,99.35%,2,0:00:09,0:03:01,0:01:42,91.80%,9,181,102,0.9934999999999999,0.9179999999999999
1120,587,577,98.30%,10,0:00:10,0:02:08,0:01:56,91.94%,10,128,116,0.983,0.9194
1121,270,265,98.15%,5,0:00:07,0:02:44,0:01:56,91.79%,7,164,116,0.9815,0.9179
1122,307,297,96.74%,10,0:00:14,0:02:59,0:02:55,82.24%,14,179,175,0.9673999999999999,0.8223999999999999
1123,242,238,98.35%,4,0:00:06,0:02:42,0:01:55,94.63%,6,162,115,0.9834999999999999,0.9462999999999999
1124,194,182,93.81%,12,0:00:12,0:02:57,0:01:36,81.15%,12,177,96,0.9381,0.8115000000000001
1125,21,21,100.00%,0,0:00:12,0:03:07,0:01:34,90.48%,12,187,94,1.0,0.9048
1126,291,288,98.97%,3,0:00:07,0:02:46,0:01:24,93.79%,7,166,84,0.9897,0.9379000000000001
1127,516,479,92.83%,37,0:00:26,0:02:40,0:03:31,63.80%,26,160,211,0.9283,0.638
1128,452,447,98.89%,5,0:00:06,0:02:04,0:03:52,94.44%,6,124,232,0.9889,0.9444
1129,375,375,100.00%,0,0:00:05,0:02:13,0:01:05,96.53%,5,133,65,1.0,0.9653
1130,306,287,93.79%,19,0:00:19,0:02:15,0:04:50,76.32%,19,135,290,0.9379000000000001,0.7631999999999999
1131,241,235,97.51%,6,0:00:15,0:02:40,0:01:57,80.33%,15,160,117,0.9751000000000001,0.8033
1132,34,34,100.00%,0,0:00:18,0:03:01,0:02:08,85.29%,18,181,128,1.0,0.8529000000000001
1133,248,238,95.97%,10,0:00:19,0:02:43,0:04:33,74.09%,19,163,273,0.9597,0.7409
1134,323,307,95.05%,16,0:00:13,0:02:42,0:03:28,82.70%,13,162,208,0.9505,0.8270000000000001
1135,260,257,98.85%,3,0:00:10,0:02:29,0:01:42,91.12%,10,149,102,0.9884999999999999,0.9112
1136,316,311,98.42%,5,0:00:10,0:02:41,0:02:54,87.54%,10,161,174,0.9842,0.8754000000000001
1137,60,59,98.33%,1,0:00:03,0:02:41,0:01:55,98.33%,3,161,115,0.9833,0.9833
1138,267,251,94.01%,16,0:00:19,0:02:27,0:07:44,75.56%,19,147,464,0.9401,0.7556
1139,30,29,96.67%,1,0:00:08,0:02:00,0:00:46,93.10%,8,120,46,0.9667,0.9309999999999999
1140,247,238,96.36%,9,0:00:13,0:02:35,0:02:54,83.33%,13,155,174,0.9636,0.8332999999999999
1141,376,365,97.07%,11,0:00:15,0:03:00,0:03:30,81.77%,15,180,210,0.9706999999999999,0.8177
1142,316,306,96.84%,10,0:00:13,0:02:55,0:01:58,82.80%,13,175,118,0.9684,0.828
1143,310,304,98.06%,6,0:00:07,0:02:51,0:01:40,92.16%,7,171,100,0.9806,0.9216
1144,340,327,96.18%,13,0:00:23,0:02:55,0:02:34,71.34%,23,175,154,0.9618000000000001,0.7134
1145,306,289,94.44%,17,0:00:24,0:02:43,0:05:04,69.74%,24,163,304,0.9444,0.6973999999999999
1146,40,40,100.00%,0,0:00:05,0:02:46,0:00:51,97.50%,5,166,51,1.0,0.975
1147,378,370,97.88%,8,0:00:11,0:02:52,0:02:36,86.70%,11,172,156,0.9788,0.867
1148,424,416,98.11%,8,0:00:14,0:02:54,0:03:41,83.89%,14,174,221,0.9811,0.8389
1149,356,353,99.16%,3,0:00:05,0:02:48,0:01:04,97.17%,5,168,64,0.9915999999999999,0.9717
1150,320,308,96.25%,12,0:00:10,0:02:33,0:03:24,88.99%,10,153,204,0.9625,0.8898999999999999
1151,351,341,97.15%,10,0:00:11,0:02:50,0:01:49,86.25%,11,170,109,0.9715,0.8625
1152,85,83,97.65%,2,0:00:13,0:02:47,0:03:44,85.88%,13,167,224,0.9765,0.8588
1153,44,43,97.73%,1,0:00:09,0:02:33,0:03:52,84.09%,9,153,232,0.9773000000000001,0.8409
1154,388,363,93.56%,25,0:00:19,0:03:06,0:02:54,75.20%,19,186,174,0.9356,0.752
1155,283,280,98.94%,3,0:00:06,0:03:05,0:01:49,95.73%,6,185,109,0.9894,0.9573
1156,241,238,98.76%,3,0:00:05,0:02:55,0:03:16,96.67%,5,175,196,0.9876,0.9667
1157,280,273,97.50%,7,0:00:09,0:02:46,0:03:38,88.21%,9,166,218,0.975,0.8820999999999999
1158,294,273,92.86%,21,0:00:26,0:03:16,0:02:44,61.77%,26,196,164,0.9286,0.6177
1159,290,246,84.83%,44,0:00:27,0:03:04,0:04:44,63.86%,27,184,284,0.8482999999999999,0.6386
1160,32,32,100.00%,0,0:00:06,0:02:43,0:01:10,96.88%,6,163,70,1.0,0.9688
1161,270,263,97.41%,7,0:00:12,0:02:52,0:02:00,85.45%,12,172,120,0.9741,0.8545
1162,212,208,98.11%,4,0:00:08,0:02:43,0:02:34,91.00%,8,163,154,0.9811,0.91
1163,246,238,96.75%,8,0:00:07,0:02:53,0:03:48,91.84%,7,173,228,0.9675,0.9184
1164,194,190,97.94%,4,0:00:08,0:02:43,0:03:34,92.78%,8,163,214,0.9793999999999999,0.9278
1165,179,176,98.32%,3,0:00:06,0:02:44,0:01:43,96.05%,6,164,103,0.9832,0.9605
1166,67,65,97.01%,2,0:00:09,0:02:36,0:01:59,89.55%,9,156,119,0.9701000000000001,0.8955
1167,27,27,100.00%,0,0:00:09,0:02:27,0:01:33,88.89%,9,147,93,1.0,0.8889
1168,190,183,96.32%,7,0:00:09,0:02:38,0:02:54,87.83%,9,158,174,0.9632,0.8783
1169,213,205,96.24%,8,0:00:10,0:02:38,0:05:02,88.15%,10,158,302,0.9623999999999999,0.8815000000000001
1170,208,205,98.56%,3,0:00:04,0:02:36,0:02:53,97.09%,4,156,173,0.9856,0.9709
1171,166,165,99.40%,1,0:00:08,0:02:41,0:03:31,92.77%,8,161,211,0.9940000000000001,0.9277
1172,169,161,95.27%,8,0:00:18,0:02:52,0:03:37,73.96%,18,172,217,0.9527,0.7395999999999999
1173,175,167,95.43%,8,0:00:10,0:02:29,0:03:52,86.29%,10,149,232,0.9543,0.8629000000000001
1174,43,43,100.00%,0,0:00:04,0:02:42,0:00:29,100.00%,4,162,29,1.0,1.0
1175,24,24,100.00%,0,0:00:03,0:02:46,0:00:03,100.00%,3,166,3,1.0,1.0
1176,26,26,100.00%,0,0:00:05,0:02:52,0:00:58,92.31%,5,172,58,1.0,0.9231
1177,42,41,97.62%,1,0:00:03,0:02:41,0:00:03,100.00%,3,161,3,0.9762000000000001,1.0
1178,37,36,97.30%,1,0:00:05,0:02:24,0:04:50,94.59%,5,144,290,0.973,0.9459000000000001
1179,60,60,100.00%,0,0:00:05,0:03:07,0:01:01,96.67%,5,187,61,1.0,0.9667
1180,82,81,98.78%,1,0:00:03,0:02:24,0:00:58,97.56%,3,144,58,0.9878,0.9756
1181,31,31,100.00%,0,0:00:06,0:02:20,0:01:01,93.55%,6,140,61,1.0,0.9355
1182,178,171,96.07%,7,0:00:16,0:02:43,0:02:06,76.14%,16,163,126,0.9606999999999999,0.7614
1183,183,175,95.63%,8,0:00:13,0:02:27,0:04:38,85.56%,13,147,278,0.9562999999999999,0.8556
1184,39,37,94.87%,2,0:00:03,0:02:53,0:00:58,97.37%,3,173,58,0.9487000000000001,0.9737
1185,170,167,98.24%,3,0:00:12,0:02:24,0:02:50,85.29%,12,144,170,0.9823999999999999,0.8529000000000001
1186,180,168,93.33%,12,0:00:12,0:02:46,0:04:29,83.15%,12,166,269,0.9333,0.8315
1187,24,24,100.00%,0,0:00:04,0:02:36,0:00:21,100.00%,4,156,21,1.0,1.0
1188,7,7,100.00%,0,0:00:33,0:02:39,0:01:33,42.86%,33,159,93,1.0,0.4286
1189,181,181,100.00%,0,0:00:12,0:02:47,0:01:29,87.85%,12,167,89,1.0,0.8785
1190,209,206,98.56%,3,0:00:05,0:02:42,0:00:58,95.17%,5,162,58,0.9856,0.9517
1191,180,179,99.44%,1,0:00:04,0:02:28,0:01:02,97.21%,4,148,62,0.9944,0.9721
1192,221,203,91.86%,18,0:00:12,0:02:43,0:02:55,87.32%,12,163,175,0.9186,0.8732
1193,254,248,97.64%,6,0:00:10,0:02:48,0:03:07,90.87%,10,168,187,0.9764,0.9087000000000001
1194,627,577,92.03%,50,0:00:41,0:02:39,0:05:20,47.81%,41,159,320,0.9203,0.4781
1195,167,159,95.21%,8,0:00:18,0:03:10,0:03:55,76.05%,18,190,235,0.9521,0.7605
1196,599,554,92.49%,45,0:00:25,0:02:35,0:04:50,63.56%,25,155,290,0.9248999999999999,0.6356
1197,304,300,98.68%,4,0:00:07,0:02:35,0:02:55,92.41%,7,155,175,0.9868000000000001,0.9240999999999999
1198,267,260,97.38%,7,0:00:08,0:02:56,0:01:54,90.91%,8,176,114,0.9738,0.9091
1199,286,281,98.25%,5,0:00:11,0:02:40,0:02:54,86.97%,11,160,174,0.9825,0.8697
1200,196,192,97.96%,4,0:00:13,0:02:43,0:02:06,85.64%,13,163,126,0.9795999999999999,0.8564
1201,191,189,98.95%,2,0:00:11,0:03:00,0:02:34,88.42%,11,180,154,0.9895,0.8842
1202,60,60,100.00%,0,0:00:06,0:01:58,0:00:59,96.67%,6,118,59,1.0,0.9667
1203,215,207,96.28%,8,0:00:10,0:02:40,0:01:44,90.43%,10,160,104,0.9628,0.9043000000000001
1204,221,213,96.38%,8,0:00:08,0:02:35,0:01:47,90.45%,8,155,107,0.9638,0.9045000000000001
1205,201,193,96.02%,8,0:00:03,0:02:46,0:00:58,98.45%,3,166,58,0.9601999999999999,0.9845
1206,205,202,98.54%,3,0:00:05,0:02:48,0:01:09,96.06%,5,168,69,0.9854,0.9606
1207,201,194,96.52%,7,0:00:14,0:02:44,0:02:29,84.26%,14,164,149,0.9652,0.8426
1208,140,132,94.29%,8,0:00:07,0:01:51,0:01:56,92.48%,7,111,116,0.9429000000000001,0.9248000000000001
1209,29,28,96.55%,1,0:00:13,0:03:09,0:01:47,82.76%,13,189,107,0.9655,0.8276
1210,398,372,93.47%,26,0:00:21,0:02:51,0:04:13,72.52%,21,171,253,0.9347,0.7252
1211,255,249,97.65%,6,0:00:15,0:03:01,0:02:09,83.33%,15,181,129,0.9765,0.8332999999999999
1212,283,278,98.23%,5,0:00:17,0:02:38,0:01:59,79.57%,17,158,119,0.9823000000000001,0.7957
1213,230,222,96.52%,8,0:00:21,0:02:46,0:02:45,72.25%,21,166,165,0.9652,0.7225
1214,185,183,98.92%,2,0:00:10,0:03:15,0:01:20,89.73%,10,195,80,0.9892,0.8973
1215,197,194,98.48%,3,0:00:13,0:02:49,0:02:01,82.65%,13,169,121,0.9848,0.8265
1216,15,14,93.33%,1,0:00:12,0:03:14,0:01:48,86.67%,12,194,108,0.9333,0.8667
1217,230,228,99.13%,2,0:00:07,0:02:47,0:01:01,93.89%,7,167,61,0.9913,0.9389
1218,232,224,96.55%,8,0:00:12,0:02:51,0:01:34,86.46%,12,171,94,0.9655,0.8645999999999999
1219,237,231,97.47%,6,0:00:11,0:03:01,0:01:59,87.71%,11,181,119,0.9747,0.8771
1220,42,39,92.86%,3,0:00:17,0:02:51,0:01:40,78.57%,17,171,100,0.9286,0.7857
1221,215,211,98.14%,4,0:00:06,0:03:06,0:02:54,94.81%,6,186,174,0.9814,0.9481
1222,153,152,99.35%,1,0:00:04,0:02:35,0:00:55,98.69%,4,155,55,0.9934999999999999,0.9869
1223,39,39,100.00%,0,0:00:14,0:03:42,0:01:37,84.62%,14,222,97,1.0,0.8462000000000001
1224,334,322,96.41%,12,0:00:17,0:02:56,0:02:18,77.13%,17,176,138,0.9641,0.7713
1225,236,225,95.34%,11,0:00:13,0:02:53,0:01:56,85.09%,13,173,116,0.9534,0.8509
1226,186,182,97.85%,4,0:00:08,0:02:38,0:02:10,95.11%,8,158,130,0.9784999999999999,0.9511
1227,202,197,97.52%,5,0:00:13,0:02:33,0:01:56,87.00%,13,153,116,0.9752,0.87
1228,185,182,98.38%,3,0:00:08,0:02:49,0:02:33,90.27%,8,169,153,0.9838,0.9027
1229,38,38,100.00%,0,0:00:04,0:03:26,0:00:57,97.37%,4,206,57,1.0,0.9737
1230,25,24,96.00%,1,0:00:03,0:02:44,0:00:46,96.00%,3,164,46,0.96,0.96
1231,203,195,96.06%,8,0:00:08,0:02:38,0:08:34,88.56%,8,158,514,0.9606,0.8856
1232,296,292,98.65%,4,0:00:04,0:02:40,0:00:58,98.63%,4,160,58,0.9865,0.9863
1233,233,223,95.71%,10,0:00:09,0:02:47,0:01:46,87.83%,9,167,106,0.9571,0.8783
1234,198,194,97.98%,4,0:00:08,0:02:42,0:01:43,91.79%,8,162,103,0.9798,0.9179
1235,181,179,98.90%,2,0:00:04,0:02:39,0:00:48,99.44%,4,159,48,0.9890000000000001,0.9944
1236,166,162,97.59%,4,0:00:06,0:02:39,0:01:01,93.87%,6,159,61,0.9759,0.9387000000000001
1237,19,19,100.00%,0,0:00:03,0:02:27,0:00:03,100.00%,3,147,3,1.0,1.0
1238,196,181,92.35%,15,0:00:14,0:02:37,0:02:36,78.13%,14,157,156,0.9235,0.7813
1239,176,172,97.73%,4,0:00:16,0:02:30,0:02:56,79.43%,16,150,176,0.9773000000000001,0.7943000000000001
1240,221,209,94.57%,12,0:00:12,0:02:42,0:02:50,83.87%,12,162,170,0.9457,0.8387
1241,196,191,97.45%,5,0:00:14,0:02:51,0:05:54,86.01%,14,171,354,0.9745,0.8601000000000001
1242,211,202,95.73%,9,0:00:15,0:02:46,0:02:54,79.33%,15,166,174,0.9573,0.7933
1243,201,194,96.52%,7,0:00:16,0:02:49,0:03:28,81.41%,16,169,208,0.9652,0.8140999999999999
1244,23,22,95.65%,1,0:00:10,0:03:02,0:01:02,82.61%,10,182,62,0.9565,0.8261
1245,225,210,93.33%,15,0:00:10,0:02:37,0:03:37,85.91%,10,157,217,0.9333,0.8591
1246,202,195,96.53%,7,0:00:11,0:02:47,0:01:52,86.80%,11,167,112,0.9653,0.868
1247,191,184,96.34%,7,0:00:07,0:02:50,0:01:56,92.55%,7,170,116,0.9634,0.9255
1248,212,209,98.58%,3,0:00:10,0:02:51,0:01:45,89.10%,10,171,105,0.9858,0.8909999999999999
1249,210,203,96.67%,7,0:00:12,0:03:22,0:03:52,85.24%,12,202,232,0.9667,0.8523999999999999
1250,167,159,95.21%,8,0:00:16,0:03:16,0:02:42,83.03%,16,196,162,0.9521,0.8303
1251,12,11,91.67%,1,0:00:03,0:02:12,0:00:58,91.67%,3,132,58,0.9167000000000001,0.9167000000000001
